,price,Stan nieruchomości,Pow. całkowita,Piętro,Liczba pięter,Typ kuchni,łazienka razem z WC,Taras,Rynek,Dostępne od,Kredyt,Typ budynku,Materiał budowlany,Rok budowy,Data dodania,Aktualizacja,Numer ogłoszenia,title,url,Liczba poziomów mieszkania,Liczba sypialni,Balkon,Rodzaj umowy,Ogrzewanie,Wysokość wnętrza,Liczba łazienek,Forma własności,Stan budynku,Pow. balkonu,Cena do negocjacji,Pow. łazienki,Pow. ogródka,Pow. tarasu,Stolarka okienna,Dodatkowe koszty,Pow. loggii,Inwestycja,Kominek,Zapotrzebowanie energetyczne,Pow. użytkowa,Typ nieruchomości,Typ domu,Dach,Urządzony ogród
462,9 800 000 zł,,169 m²,43/52,52,,,,Wtórny,,,Apartamentowiec,Inne,2018,21.03.2023,09.05.2023,morizon-278680,"Mieszkanie na sprzedaż, 169 m², Warszawa Śródmieście | 6458 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-zlota-169m2-mzn2041816458,1,3,,Na wyłączność,Co Miejskie,,,,,,,,,,,,,,,,,,,,
463,545 000 zł,,55 m²,Parter/10,10,,,,Wtórny,,,WIEŻOWIEC,RAMA H,1975,12.01.2023,08.05.2023,morizon-14997/4595/OMS,"Mieszkanie na sprzedaż, 55 m², Warszawa Bielany | 5999 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bielany-wlodzimierza-perzynskiego-55m2-mzn2041475999,,,,Na wyłączność,,,,SPÓŁDZIELCZE WŁASNOŚCIOWE,,,,,,,,,,,,,,,,,
464,1 185 000 zł,,95 m²,5/5,5,,,,Wtórny,,,KAMIENICA,CEGŁA,1932,25.04.2023,08.05.2023,morizon-15013/4595/OMS,"Mieszkanie na sprzedaż, 95 m², Warszawa Ochota Stara Ochota | 2651 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-grojecka-95m2-mzn2041992651,,,Tak,Na wyłączność,,,,,,,,,,,,,,,,,,,,,
465,1 049 000 zł,BARDZO WYSOKI STANDARD,68 m²,4/5,5,,,,Wtórny,,,KAMIENICA,CEGŁA,1932,10.03.2023,08.05.2023,morizon-14788/4595/OMS,"Mieszkanie na sprzedaż, 68 m², Warszawa Ochota Stara Ochota | 5102 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-grojecka-68m2-mzn2041755102,,,,,,,,,,,,,,,,,,,,,,,,,
466,1 999 000 zł,BARDZO WYSOKI STANDARD,"98,90 m²",2/5,5,Z OKNEM,,,Wtórny,,,KAMIENICA,CEGŁA,1928,14.01.2023,04.05.2023,morizon-569/7447/OMS,"Mieszkanie na sprzedaż, 98 m², Warszawa Mokotów Stary Mokotów | 4936 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-sloneczna-98m2-mzn2041494936,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,295 cm,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
467,1 184 820 zł,WYSOKI STANDARD,"63,70 m²",7/7,7,OTWARTA,,,Wtórny,,,APARTAMENTOWIEC,CEGŁA,2013,24.03.2023,10.04.2023,morizon-567/7447/OMS,"Mieszkanie na sprzedaż, 63 m², Warszawa Mokotów Służewiec | 4453 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-obrzezna-63m2-mzn2041824453,,,Tak,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,282 cm,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
468,585 000 zł,,"41,70 m²",4/10,10,Osobna,Nie,Nie,Wtórny,2023-04-21,,Blok,Wielka płyta,1972,21.04.2023,12.05.2023,morizon-16,"Mieszkanie na sprzedaż, 41 m², Warszawa Bielany Piaski | 3856 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bielany-wladyslawa-broniewskiego-41m2-mzn2041963856,,,Tak,Na wyłączność,Miejskie,250 cm,1,Własność,Bardzo dobry,1 m²,,3 m²,,,,,,,,,,,,,
469,1 932 000 zł,,"83,22 m²",2/3,3,Osobna,Nie,Nie,Wtórny,2023-05-12,,Kamienica,Cegła,1954,12.05.2023,12.05.2023,morizon-84,"Mieszkanie na sprzedaż, 83 m², Warszawa Ochota Stara Ochota | 7115 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-koszykowa-83m2-mzn2042067115,1,,Nie,Na wyłączność,Miejskie,297 cm,1,Własność,Bardzo dobry,,Tak,"4,62 m²",,,,,,,,,,,,,
470,1 468 575 zł,BARDZO WYSOKI STANDARD,"80,25 m²",3/8,8,ANEKS KUCHENNY,,,Wtórny,,,APARTAMENTOWIEC,CEGŁA,2007,31.03.2023,10.05.2023,morizon-583/7447/OMS,"Mieszkanie na sprzedaż, 80 m², Warszawa Mokotów Służew | 1744 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-modra-80m2-mzn2041861744,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,270 cm,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
471,2 162 000 zł,,92 m²,1/5,5,Oddzielna i widna,Nie,,Wtórny,,,Kamienica,Cegła,1936,25.04.2023,15.05.2023,morizon-IFY-MS-1484-1,"Mieszkanie na sprzedaż, 92 m², Warszawa Mokotów Stary Mokotów | 2241 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-pulawska-92m2-mzn2041992241,1,,,Na wyłączność,Centralne,300 cm,1,Własność,Bardzo dobry,,,"5,50 m²",,,Drewniane,1200,,,,,,,,,
472,1 259 000 zł,BARDZO WYSOKI STANDARD,"52,63 m²",5/6,6,ANEKS KUCHENNY,,,Wtórny,,,APARTAMENTOWIEC,CEGŁA,2019,08.05.2023,14.05.2023,morizon-594/7447/OMS,"Mieszkanie na sprzedaż, 52 m², Warszawa Żoliborz Sady Żoliborskie | 6454 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-ludwika-rydygiera-52m2-mzn2042056454,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,300 cm,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
473,425 000 zł,,31 m²,9/11,11,,,,Wtórny,2023-04-30,,Blok Mieszkalny,Wielka płyta,1978,27.04.2023,15.05.2023,morizon-543708,"Mieszkanie na sprzedaż, 31 m², Warszawa Bemowo | 5786 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-powstancow-slaskich-31m2-mzn2041995786,1,1,,,Co Miejskie,,,,,,,,,,,,,,,,,,,,
474,836 244 zł,WYSOKI STANDARD,"48,06 m²",Parter/2,2,ANEKS KUCHENNY,,,Wtórny,,,NISKI BLOK,,2018,30.04.2023,02.05.2023,morizon-606/7447/OMS,"Mieszkanie na sprzedaż, 48 m², Warszawa Wola Odolany | 8865 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-jana-kazimierza-48m2-mzn2041028865,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
475,910 000 zł,WYSOKI STANDARD,63 m²,5/5,5,ANEKS KUCHENNY,,,Wtórny,,,MIESZKALNO-BIUROWY,,2019,25.04.2023,14.05.2023,morizon-590/7447/OMS,"Mieszkanie na sprzedaż, 63 m², Warszawa Bemowo Chrzanów | 1792 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-chrzanowska-63m2-mzn2041991792,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
476,830 000 zł,DOBRY,"44,70 m²",2/8,8,ANEKS KUCHENNY,,,Wtórny,,,WIEŻOWIEC,RAMA H,1963,04.05.2023,14.05.2023,morizon-598/7447/OMS,"Mieszkanie na sprzedaż, 44 m², Warszawa Śródmieście Ujazdów | 3140 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-aleja-armii-ludowej-44m2-mzn2041033140,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,255 cm,1,SPÓŁDZIELCZE WŁASNOŚCIOWE,,,,,,,,,,,,,,,,,
477,795 000 zł,,71 m²,1/4,4,,,,Wtórny,,,NISKI BLOK,CEGŁA,2003,27.03.2023,12.05.2023,morizon-14957/4595/OMS,"Mieszkanie na sprzedaż, 71 m², Warszawa Bielany | 2649 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bielany-heroldow-71m2-mzn2041852649,,,Tak,,,,,,,,,,,,,,,,,,,,,,
478,750 000 zł,,"48,32 m²",Parter/5,5,,,Tak,Wtórny,,,Apartamentowiec,Pustak,2017,25.04.2023,25.04.2023,morizon-873931,"Mieszkanie na sprzedaż, 48 m², Warszawa Mokotów | 3344 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-stanislawa-kierbedzia-48m2-mzn2041993344,1,1,,Na wyłączność,Co Miejskie,,,,,,,,,,,,,,,,,,,,
479,1 100 000 zł,BARDZO WYSOKI STANDARD,"53,50 m²",5/7,7,ODDZIELNA,,,Wtórny,,,NISKI BLOK,RAMA H,1962,12.05.2023,14.05.2023,morizon-579/7447/OMS,"Mieszkanie na sprzedaż, 53 m², Warszawa Żoliborz Stary Żoliborz | 6253 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-ks-jerzego-popieluszki-53m2-mzn2042066253,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,270 cm,1,SPÓŁDZIELCZE WŁASNOŚCIOWE,,,,,,,,,,,,,,,,,
480,539 000 zł,,57 m²,Parter/1,1,Aneks,Nie,Tak,Wtórny,2023-03-01,,Dom wielorodzinny,Pustak,2023,26.04.2022,13.05.2023,morizon-gratka-25925179,"Mieszkanie na sprzedaż, 57 m², Warszawa Wawer | 6446 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wawer-ogorkowa-57m2-mzn2040336446,,,,,,,,Własność,,,,,,,,,,,,,,,,,
481,612 000 zł,Do remontu,37 m²,3/10,10,Osobna,Tak,,Wtórny,2023-08-01,,Blok,Rama H,1970,25.04.2023,04.05.2023,morizon-gratka-30274203,"Mieszkanie na sprzedaż, 37 m², Warszawa Żoliborz | 2817 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-dyminska-37m2-mzn2041992817,,,,,,,,Spoldzielcze-wlasnosciowe,,,,,,,,,,,,,,,,,
482,935 000 zł,,72 m²,2/8,8,Osobna,Tak,,Wtórny,,,,,2023,07.05.2023,07.05.2023,morizon-gratka-30379239,"Mieszkanie na sprzedaż, 72 m², Warszawa Bemowo | 5637 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-lazurowa-72m2-mzn2042055637,,,,,,,,Własność,,,,,,,,,,,,,,,,,
483,2 000 000 zł,,80 m²,4/8,8,Osobna,Tak,,Wtórny,2023-06-01,,Apartamentowiec,,2008,07.05.2023,07.05.2023,morizon-gratka-30379039,"Mieszkanie na sprzedaż, 80 m², Warszawa Wola | 5504 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-chlodna-80m2-mzn2042055504,,,,,,,,Własność,,,,,,,,,,,,,,,,,
484,645 000 zł,,62 m²,6/7,7,Osobna,Nie,Nie,Wtórny,2023-02-20,,Blok,Wielka płyta,1984,24.11.2022,12.05.2023,morizon-4,"Mieszkanie na sprzedaż, 62 m², Warszawa Bemowo Jelonki Północne | 4341 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-muszlowa-62m2-mzn2041304341,,,Nie,Na wyłączność,Miejskie,250 cm,2,Własność,Bardzo dobry,,,"3,70 m²",,,,,3 m²,,,,,,,,
485,7 047 230 zł,Wysoki standard,"227,33 m²",5/5,5,Osobna,Nie,Tak,Wtórny,2022-03-22,,Kamienica,Cegła,2020,22.03.2022,13.05.2023,morizon-gratka-25422409,"Mieszkanie na sprzedaż, 227 m², Warszawa Śródmieście | 6507 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-foksal-227m2-mzn2040136507,,,,,,,,,,,,,,,,,,,,,,,,,
486,1 050 000 zł,DO ADAPTACJI,84 m²,2/4,4,Z OKNEM,,,Wtórny,,,NISKI BLOK,CEGŁA,1992,27.04.2023,12.05.2023,morizon-4382/4790/OMS,"Mieszkanie na sprzedaż, 84 m², Warszawa Ursynów Natolin | 6955 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-mariana-sengera-cichego-84m2-mzn2041996955,,,Tak,,C.O. Z SIECI MIEJSKIEJ,,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
487,1 520 000 zł,,94 m²,Parter/4,4,,Tak,,Wtórny,,,Blok,,,04.04.2023,05.05.2023,morizon-gratka-30054091,"Mieszkanie na sprzedaż, 94 m², Warszawa Ursynów | 9622 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-nowoursynowska-94m2-mzn2041889622,,,,,,,,,,,,,,,,,,,,,,,,,
488,799 000 zł,Wysoki standard,"68,47 m²",4/4,4,Aneks,Nie,,Wtórny,2023-01-01,,Blok,,2014,21.01.2023,15.05.2023,morizon-gratka-29241935,"Mieszkanie na sprzedaż, 68 m², Warszawa Białołęka | 4465 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-glebocka-68m2-mzn2041524465,,,Tak,,,,,Własność,,,,,,,,,,,,,,,,,
489,1 450 000 zł,Wysoki standard,"96,68 m²",Parter/4,4,Osobna,Tak,Tak,Wtórny,2023-04-30,,Apartamentowiec,Inny,2015,19.01.2023,05.05.2023,morizon-gratka-29228723,"Mieszkanie na sprzedaż, 96 m², Warszawa | 4282 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-michala-drzymaly-96m2-mzn2041504282,,,,,,,,Własność,,,,,,,,,,,,,,,,,
490,756 000 zł,DO WYKOŃCZENIA,"53,60 m²",Parter/14,14,ODDZIELNA,,,Wtórny,,,WIEŻOWIEC,WIELKA PŁYTA,1968,01.03.2023,28.04.2023,morizon-556/7447/OMS,"Mieszkanie na sprzedaż, 53 m², Warszawa Mokotów Stary Mokotów | 8658 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-stefana-batorego-53m2-mzn2041708658,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,250 cm,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
491,1 642 500 zł,Wysoki standard,75 m²,5/7,7,Osobna,Nie,Tak,Wtórny,,,Apartamentowiec,Beton,2018,02.04.2023,03.05.2023,morizon-gratka-30024865,"Mieszkanie na sprzedaż, 75 m², Warszawa Mokotów | 4501 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-75m2-mzn2041884501,,,Tak,,,,,Własność,,,,,,,,,,,,,,,,,
492,1 150 000 zł,Dobry,"88,50 m²",2/4,4,Aneks,Nie,Tak,Wtórny,2023-03-01,,Apartamentowiec,Cegła,2017,22.01.2023,01.05.2023,morizon-gratka-29263099,"Mieszkanie na sprzedaż, 88 m², Warszawa Białołęka | 4845 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-kazimierza-szalasa-88m2-mzn2041524845,,,,,,,,Własność,,,,,,,,,,,,,,,,,
493,999 000 zł,,"82,45 m²",1/5,5,Aneks,Tak,,Wtórny,2023-03-30,,Blok,Inny,2020,30.03.2023,30.04.2023,morizon-gratka-29989589,"Mieszkanie na sprzedaż, 82 m², Warszawa Bemowo | 9832 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-grodkowska-82m2-mzn2041859832,,,Tak,,,,,Własność,,,,,,,,,,,,,,,,,
494,549 000 zł,,37 m²,2/5,5,Aneks,Tak,,Wtórny,2023-12-31,,Blok,Silikat,2023,03.04.2023,11.05.2023,morizon-gratka-30030385,"Mieszkanie na sprzedaż, 37 m², Warszawa Bemowo | 5523 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-marynin-37m2-mzn2041885523,,,Tak,,,,,Własność,,,,,,,,,,,,,,,,,
495,740 000 zł,,"71,57 m²",7/8,8,Aneks,Nie,,Wtórny,,,Apartamentowiec,Pustak,,11.05.2023,11.05.2023,morizon-gratka-30426699,"Mieszkanie na sprzedaż, 71 m², Warszawa Ursus | 3980 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursus-71m2-mzn2042063980,,,Tak,,,,,,,,,,,,,,,,,,,,,,
496,1 470 000 zł,,"79,40 m²",2/8,8,,,,Wtórny,,,Apartamentowiec,Pustak,2021,21.04.2023,11.05.2023,morizon-RS-MS-537293,"Mieszkanie na sprzedaż, 79 m², Warszawa Praga-Południe Kamionek | 4006 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-zupnicza-79m2-mzn2041964006,1,3,Tak,Na wyłączność,Co Miejskie,,,,,,,,,,,,,,,,,,,,
497,1 104 000 zł,,"59,68 m²",Parter/7,7,ANEKS KUCHENNY,,,Wtórny,,,APARTAMENTOWIEC,CEGŁA,2017,11.04.2023,02.05.2023,morizon-582/7447/OMS,"Mieszkanie na sprzedaż, 59 m², Warszawa Mokotów Służewiec | 1550 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-cybernetyki-59m2-mzn2041921550,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,280 cm,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
498,470 000 zł,,38 m²,3/10,10,Osobna,Tak,,Wtórny,2023-06-10,,Blok,Inny,1975,10.04.2023,11.05.2023,morizon-gratka-30107439,"Mieszkanie na sprzedaż, 38 m², Warszawa Targówek | 0708 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-targowek-chodecka-38m2-mzn2041920708,,,,,,,,Spoldzielcze-wlasnosciowe,,,,,,,,,,,,,,,,,
499,1 030 000 zł,Wysoki standard,43 m²,1/7,7,Aneks,Tak,,Wtórny,2023-04-04,,Blok,Cegła,2022,05.04.2023,08.05.2023,morizon-gratka-30062775,"Mieszkanie na sprzedaż, 43 m², Warszawa Żoliborz | 0758 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-powazkowska-43m2-mzn2041890758,,,,,,,,Własność,,,,,,,,,,,,,,,,,
500,990 000 zł,Wysoki standard,50 m²,11/16,16,Osobna,Tak,,Wtórny,2023-04-01,,Apartamentowiec,Silikat,2009,09.04.2023,10.05.2023,morizon-gratka-30102973,"Mieszkanie na sprzedaż, 50 m², Warszawa Wola | 0314 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-zelazna-50m2-mzn2041910314,,,Tak,,,,,Własność,,,,,,,,,,,,,,,,,
501,1 600 000 zł,,90 m²,,,,Tak,,Wtórny,,,,,,01.05.2023,01.05.2023,morizon-gratka-30334035,"Mieszkanie na sprzedaż, 90 m², Warszawa Mokotów Służewiec | 9925 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-90m2-mzn2041029925,,,,,,,,,,,,,,,,,,,,,,,,,
502,1 397 000 zł,,83 m²,1/4,4,Osobna,Tak,,Wtórny,,,Apartamentowiec,,2005,04.05.2023,07.05.2023,morizon-gratka-30351751,"Mieszkanie na sprzedaż, 83 m², Warszawa Wilanów | 2346 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wilanow-sarmacka-83m2-mzn2041032346,,,,,,,,Własność,,,,,,,,,,,,,,,,,
503,657 657 zł,,46 m²,8/10,10,Osobna,Tak,,Wtórny,2023-05-01,,Blok,Wielka płyta,1981,03.05.2023,03.05.2023,morizon-gratka-30346793,"Mieszkanie na sprzedaż, 46 m², Warszawa Bemowo | 1543 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-apoloniusza-kedzierskiego-46m2-mzn2041031543,,,Tak,,,,,Własność,,,,,,,,,,,,,,,,,
504,557 500 zł,Wysoki standard,"35,10 m²",10/11,11,Aneks,Tak,,Wtórny,2023-05-15,,Apartamentowiec,,2003,15.05.2023,15.05.2023,morizon-gratka-30457529,"Mieszkanie na sprzedaż, 35 m², Warszawa Ochota | 8440 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-waclawa-sierpinskiego-35m2-mzn2042088440,,,Tak,,,,,Własność,,,,,,,,,,,,,,,,,
505,820 000 zł,,"54,60 m²",4/11,11,Otwarta,,,Wtórny,,,,Mieszkanie,2014,21.04.2023,12.05.2023,morizon-15104963,"Mieszkanie na sprzedaż, 54 m², Warszawa Ochota | 3380 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-aleja-bohaterow-wrzesnia-54m2-mzn2041963380,,,Tak,,Miejskie,,,,,,,,,,,,,,,,,,,,
506,435 000 zł,,37 m²,10/10,10,Zamknięta,,,Wtórny,,,,Mieszkanie,1969,29.04.2023,02.05.2023,morizon-15112162,"Mieszkanie na sprzedaż, 37 m², Warszawa Ochota | 8401 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-aleja-dwudziestolatkow-37m2-mzn2041028401,,,,,Miejskie,,1,,,,,,,,,,,,,,,,,,
507,710 000 zł,,63 m²,2/15,15,,,,Wtórny,,,WIEŻOWIEC,RAMA H,1990,18.04.2023,08.05.2023,morizon-14996/4595/OMS,"Mieszkanie na sprzedaż, 63 m², Warszawa Żoliborz | 6916 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-adama-mickiewicza-63m2-mzn2041956916,,,,,C.O. Z SIECI MIEJSKIEJ,,,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
508,589 344 zł,,"42,46 m²",1/5,5,,,,Pierwotny,,,,,2023,16.07.2021,12.05.2023,morizon-B/10,"Mieszkanie na sprzedaż, 42 m², Warszawa Bemowo | 6814 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-kopalniana-42m2-mzn2038046814,,,,,,,,,,,,,,,,,,Fantazja na Bemowie,,,,,,,
509,749 000 zł,Do generalnego remontu,"54,84 m²",5/5,5,Jasna z oknem,Tak,,Wtórny,,,Blok,Cegła,1955,09.12.2022,05.05.2023,morizon-BAO-MS-296,"Mieszkanie na sprzedaż, 54 m², Warszawa Ochota Stara Ochota | 6714 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-bialobrzeska-54m2-mzn2041366714,,2,,Na wyłączność,C.O. miejskie,270 cm,1,Własność,,,,4 m²,,,PCV,,,,,,,,,,
510,899 000 zł,Bardzo dobry,"58,53 m²",1/3,3,Aneks kuchenny - połączony z salonem,Tak,,Wtórny,,,Apartamentowiec,,2020,17.12.2022,03.05.2023,morizon-BAO-MS-267,"Mieszkanie na sprzedaż, 58 m², Warszawa Ursynów Wyczółki | 8565 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursynow-polki-58m2-mzn2041408565,,2,Tak,Na wyłączność,Miejskie,,1,Własność,,"4,59 m²",,"3,99 m²",,,PCV,670,,,,,,,,,
511,859 000 zł,Bardzo dobry,"59,14 m²",2/9,9,Otwarta,,Nie,Wtórny,,,Budynek apartamentowy,,2016,20.03.2023,02.05.2023,morizon-58820/MS/MAX,"Mieszkanie na sprzedaż, 59 m², Warszawa Targówek | 4522 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-targowek-smolenska-59m2-mzn2041814522,,,Tak,Na wyłączność,CO miejskie,260 cm,1,,Idealny,,,,,,,,,,,,,,,,
512,789 000 zł,,"66,20 m²",Parter/4,4,,,,Wtórny,,,Blok Mieszkalny,Cegła,2005,16.02.2023,09.05.2023,morizon-MS-323527,"Mieszkanie na sprzedaż, 66 m², Warszawa Białołęka | 9928 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-glebocka-66m2-mzn2041649928,,,,Na wyłączność,Co Miejskie,,,,,,,,,,,,,,,,,,,,
513,1 880 000 zł,DOBRY,"94,30 m²",,,,,,Wtórny,,,KAMIENICA,,,24.03.2023,15.05.2023,morizon-863/4917/OMS,"Mieszkanie na sprzedaż, 94 m², Warszawa Mokotów Sadyba | 4321 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-okrezna-94m2-mzn2041824321,,,,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,,2,,,,,,,,,,,,,,,,,,
514,830 000 zł,,134 m²,1/1,1,,,,Pierwotny,,,Apartamentowiec,,2021,04.10.2021,06.09.2022,morizon-w/49/b,"Mieszkanie na sprzedaż, 134 m², Warszawa | 3187 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa--134m2-mzn2039373187,,,,,,,,,,,,,,,,,,Zielona Podkowa - Warszawa,,,,,,,
515,1 590 000 zł,Wymaga dopasowania,89 m²,3/5,5,Oddzielna,,Nie,Wtórny,,,Kamienica,,1934,06.10.2021,04.05.2023,morizon-56143/MS/MAX,"Mieszkanie na sprzedaż, 89 m², Warszawa Śródmieście | 9924 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-nowogrodzka-89m2-mzn2039379924,,,Tak,Na wyłączność,CO miejskie,305 cm,1,,Dobry,,,,,,,,,,,,,,,,
516,850 000 zł,,"86,25 m²",4/8,8,,,Tak,Wtórny,,,,,2010,01.08.2022,11.05.2023,morizon-KN409600,"Mieszkanie na sprzedaż, 86 m², Warszawa Ursus | 4848 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursus-skoroszewska-86m2-mzn2040804848,,2,,Na wyłączność,,,,,,,,,,,,,,,,,,,,,
517,670 000 zł,,56 m²,1/10,10,Osobna,Tak,,Wtórny,2023-03-28,,Blok,Rama H,1979,27.03.2023,28.03.2023,morizon-374,"Mieszkanie na sprzedaż, 56 m², Warszawa Wola | 4201 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-al-prymasa-tysiaclecia-56m2-mzn2041854201,1,,Tak,,Miejskie,265 cm,1,Spółdzielcze-własnościowe,Bardzo dobry,,,,,,,,,,,,,,,,
518,819 585 zł,,"42,03 m²",1/7,7,,,,Wtórny,2023-03-06,,Kamienica,Cegła,1930,06.03.2023,28.04.2023,morizon-UC193552,"Mieszkanie na sprzedaż, 42 m², Warszawa Śródmieście Powiśle | 2060 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-ignacego-potockiego-42m2-mzn2041742060,2,,,,Co Miejskie,,,,,,,,,,,,,,,,,,,,
